school	student	normexam	standlrt	gender	schgend	avslrt	schav	vrband
8	80	.19415	.12315	1	3	-.040532	2	2
8	81	-.55511	-.53806	1	3	-.040532	2	2
8	82	-1.4387	-2.0258	1	3	-.040532	2	3
8	83	-.49278	1.2803	1	3	-.040532	2	1
8	84	-.49278	-.29011	1	3	-.040532	2	2
8	85	1.6618	1.2803	1	3	-.040532	2	1
8	86	-.55511	-.53806	1	3	-.040532	2	2
8	87	-1.4387	-2.1911	1	3	-.040532	2	3
8	88	-.62305	-1.034	1	3	-.040532	2	2
8	89	-.93938	1.0323	1	3	-.040532	2	1
8	90	-.33884	.040499	1	3	-.040532	2	2
8	91	1.2405	.53641	1	3	-.040532	2	2
8	92	.61073	.61906	1	3	-.040532	2	1
8	93	-.062088	-.53806	1	3	-.040532	2	2
8	94	-2.2917	-2.439	1	3	-.040532	2	3
8	95	.073536	-.62071	1	3	-.040532	2	2
8	96	-.49278	.040499	1	3	-.040532	2	2
8	97	-.69951	-.45541	1	3	-.040532	2	2
8	98	-1.8367	-.86867	1	3	-.040532	2	2
8	99	-1.3353	-.78602	1	3	-.040532	2	2
8	100	.32807	.2058	1	3	-.040532	2	2
8	101	.26132	.2058	1	3	-.040532	2	2
8	102	1.3101	.78436	1	3	-.040532	2	1
9	1	-1.5267	.2058	0	1	-.4943	1	2
9	2	-1.1186	.2058	0	1	-.4943	1	2
9	3	-1.3353	-2.935	0	1	-.4943	1	3
9	4	1.5792	-.70336	0	1	-.4943	1	2
9	5	-.49278	-1.6125	0	1	-.4943	1	3
9	6	-.55511	-.70336	0	1	-.4943	1	2
9	7	-.69951	-2.1911	1	1	-.4943	1	3
9	8	.40267	.61906	0	1	-.4943	1	1
9	9	-.93938	-1.6125	1	1	-.4943	1	3
9	10	-.62305	-1.7778	0	1	-.4943	1	3
9	11	.89657	1.0323	0	1	-.4943	1	1
9	12	.073536	.2058	0	1	-.4943	1	2
9	13	.74723	.61906	1	1	-.4943	1	1
9	14	-.062088	-.70336	0	1	-.4943	1	2
9	15	-.62305	-.78602	1	1	-.4943	1	2
9	16	-.69951	.53641	0	1	-.4943	1	1
9	17	-1.0291	-.29011	0	1	-.4943	1	2
9	18	-.55511	.94967	1	1	-.4943	1	1
9	19	-.26516	-1.7778	1	1	-.4943	1	3
9	20	-1.3353	-1.3646	0	1	-.4943	1	3
9	21	.47819	.12315	1	1	-.4943	1	2
9	22	-.26516	-.1248	0	1	-.4943	1	2
9	23	.54434	-.042152	1	1	-.4943	1	2
9	24	-1.6237	-2.687	0	1	-.4943	1	3
9	25	-2.1086	-2.935	0	1	-.4943	1	3
9	26	-.12908	.3711	0	1	-.4943	1	2
9	27	.073536	.86701	0	1	-.4943	1	1
9	28	.073536	.86701	0	1	-.4943	1	1
9	29	-1.3353	-.62071	1	1	-.4943	1	2
9	30	-1.1186	-.62071	1	1	-.4943	1	2
9	31	-1.5267	-.45541	0	1	-.4943	1	2
9	32	.47819	1.1976	1	1	-.4943	1	1
9	33	-.19761	-.78602	1	1	-.4943	1	2
9	34	.0043218	.12315	1	1	-.4943	1	2
10	1	.40267	1.115	0	1	.18927	2	1
10	2	-.33884	-.53806	0	1	.18927	2	2
10	3	.26132	-1.4472	1	1	.18927	2	3
10	4	-.4198	-.37276	0	1	.18927	2	2
10	5	.13407	.70171	0	1	.18927	2	1
10	6	-.33884	-.37276	0	1	.18927	2	2
10	7	1.5792	.28845	0	1	.18927	2	2
10	8	.073536	-.20746	1	1	.18927	2	2
10	9	.13407	.28845	1	1	.18927	2	2
10	10	.0043218	-.042152	0	1	.18927	2	2
10	11	.0043218	.53641	0	1	.18927	2	1
10	12	-.62305	1.0323	0	1	.18927	2	1
10	13	-.062088	.70171	1	1	.18927	2	1
10	14	-.4198	1.115	0	1	.18927	2	1
10	15	.13407	-.042152	0	1	.18927	2	2
10	16	.0043218	.040499	0	1	.18927	2	2
10	17	-.4198	.2058	0	1	.18927	2	2
10	18	-.93938	.12315	0	1	.18927	2	2
10	19	-.12908	.040499	1	1	.18927	2	2
10	20	-.26516	.12315	0	1	.18927	2	2
10	21	-.33884	.61906	1	1	.18927	2	1
10	22	-.93938	-.45541	1	1	.18927	2	2
10	23	.40267	.53641	0	1	.18927	2	1
10	24	-.62305	1.0323	1	1	.18927	2	1
10	25	-.62305	-.20746	1	1	.18927	2	2
10	26	-1.1186	.61906	0	1	.18927	2	1
10	27	-.33884	-.78602	0	1	.18927	2	2
10	28	-.26516	.53641	0	1	.18927	2	2
10	29	-.77611	.040499	1	1	.18927	2	2
10	30	.0043218	1.8588	0	1	.18927	2	1
10	31	-1.6237	.53641	0	1	.18927	2	1
10	32	-1.0291	-.86867	1	1	.18927	2	2
10	33	.26132	-.29011	1	1	.18927	2	2
10	34	.073536	.12315	1	1	.18927	2	2
10	35	-1.0291	-1.1166	0	1	.18927	2	3
10	36	1.5792	2.0241	1	1	.18927	2	1
10	37	-.49278	.040499	1	1	.18927	2	2
10	38	-1.5267	-.70336	0	1	.18927	2	2
10	39	.26132	.94967	1	1	.18927	2	1
10	40	-.49278	-.042152	0	1	.18927	2	2
10	41	-1.2195	-.042152	0	1	.18927	2	2
10	42	-.12908	1.6109	0	1	.18927	2	1
10	43	-.26516	.86701	0	1	.18927	2	1
10	44	.67876	1.3629	1	1	.18927	2	1
10	45	-1.5267	.45376	0	1	.18927	2	1
10	46	-.69951	-.45541	0	1	.18927	2	2
10	47	-.062088	-.29011	1	1	.18927	2	2
10	48	-.93938	-.95132	0	1	.18927	2	2
10	49	.073536	-.78602	0	1	.18927	2	2
10	50	.47819	-.042152	1	1	.18927	2	2
11	1	.32807	.45376	0	2	.63506	3	2
11	2	.0043218	-.62071	0	2	.63506	3	2
11	3	.54434	1.1976	0	2	.63506	3	1
11	4	.89657	-.45541	0	2	.63506	3	2
11	5	1.0396	-.37276	0	2	.63506	3	2
11	6	1.6618	.28845	0	2	.63506	3	2
11	7	.82199	1.6935	0	2	.63506	3	1
11	8	2.0397	1.9415	0	2	.63506	3	1
11	9	.40267	.61906	0	2	.63506	3	1
11	10	1.9003	.70171	0	2	.63506	3	1
11	11	1.3101	1.3629	0	2	.63506	3	1
11	12	.0043218	.12315	0	2	.63506	3	2
11	13	-1.6237	-1.3646	0	2	.63506	3	3
11	14	.073536	1.115	0	2	.63506	3	1
11	15	.0043218	1.9415	0	2	.63506	3	1
11	16	.073536	-.1248	0	2	.63506	3	2
11	17	2.2031	1.2803	0	2	.63506	3	1
11	18	-.62305	.040499	0	2	.63506	3	2
11	19	2.2031	2.4374	0	2	.63506	3	1
11	20	.32807	.040499	0	2	.63506	3	2
11	21	.67876	.12315	0	2	.63506	3	2
11	22	.47819	-.53806	0	2	.63506	3	2
11	23	1.9003	.53641	0	2	.63506	3	2
11	24	.54434	.61906	0	2	.63506	3	1
11	25	.32807	.2058	0	2	.63506	3	2
11	26	.0043218	.3711	0	2	.63506	3	2
11	27	.13407	.53641	0	2	.63506	3	2
11	28	-1.0291	.61906	0	2	.63506	3	1
11	29	1.7349	1.4456	0	2	.63506	3	1
11	30	.19415	-1.1166	0	2	.63506	3	3
11	31	.47819	-.53806	0	2	.63506	3	2
11	32	.19415	1.2803	0	2	.63506	3	1
11	33	-2.1086	-.53806	0	2	.63506	3	2
11	34	-.85267	-.29011	0	2	.63506	3	2
11	35	1.5062	2.2721	0	2	.63506	3	1
11	36	.13407	2.8506	0	2	.63506	3	1
11	37	1.1758	.040499	0	2	.63506	3	2
11	38	.26132	-.95132	0	2	.63506	3	2
11	39	.82199	-.95132	0	2	.63506	3	2
11	40	.96759	.28845	0	2	.63506	3	2
11	41	.19415	.78436	0	2	.63506	3	1
11	42	1.3747	1.115	0	2	.63506	3	1
11	43	.67876	1.115	0	2	.63506	3	1
11	44	1.9003	2.0241	0	2	.63506	3	1
11	45	-.49278	.28845	0	2	.63506	3	2
11	46	-.062088	1.0323	0	2	.63506	3	1
11	47	.32807	.53641	0	2	.63506	3	1
11	48	1.3747	1.3629	0	2	.63506	3	1
11	49	1.0396	1.6109	0	2	.63506	3	1
11	50	.74723	1.8588	0	2	.63506	3	1
11	51	-.4198	-1.4472	0	2	.63506	3	3
11	52	1.5792	1.6935	0	2	.63506	3	1
11	53	.54434	.3711	0	2	.63506	3	1
11	54	.32807	.3711	0	2	.63506	3	2
11	55	1.0396	1.6935	0	2	.63506	3	1
11	56	.96759	2.1068	0	2	.63506	3	1
11	57	.19415	1.2803	0	2	.63506	3	1
11	58	1.1758	1.1976	0	2	.63506	3	1
11	59	-.85267	-.1248	0	2	.63506	3	2
11	60	.47819	-.20746	0	2	.63506	3	2
11	61	.74723	1.3629	0	2	.63506	3	1
11	62	.54434	.78436	0	2	.63506	3	1
12	1	-.62305	-.95132	1	1	-.0087401	2	3
12	2	.74723	.61906	1	1	-.0087401	2	1
12	3	-1.7239	-1.1166	0	1	-.0087401	2	3
12	4	.0043218	1.115	1	1	-.0087401	2	2
12	5	.54434	.70171	0	1	-.0087401	2	1
12	6	.40267	.12315	1	1	-.0087401	2	2
12	7	.54434	.70171	1	1	-.0087401	2	2
12	8	-1.1186	-.70336	0	1	-.0087401	2	2
12	9	-2.1086	-.45541	0	1	-.0087401	2	2
12	10	1.1094	-.042152	1	1	-.0087401	2	2
12	11	.67876	.12315	0	1	-.0087401	2	2
12	12	.26132	-.37276	1	1	-.0087401	2	2
12	13	.89657	.28845	0	1	-.0087401	2	2
12	14	-.4198	-.20746	0	1	-.0087401	2	2
12	15	1.2405	1.115	1	1	-.0087401	2	1
12	16	-.26516	-.95132	0	1	-.0087401	2	2
12	17	.19415	.45376	1	1	-.0087401	2	2
12	18	.26132	1.115	1	1	-.0087401	2	1
12	19	-.93938	-.45541	1	1	-.0087401	2	2
12	20	.82199	.040499	0	1	-.0087401	2	2
12	21	-.4198	-.86867	0	1	-.0087401	2	2
12	22	-.19761	-.70336	0	1	-.0087401	2	2
12	23	-1.3353	-.20746	0	1	-.0087401	2	2
12	24	-.33884	-.70336	1	1	-.0087401	2	2
12	25	-.49278	1.115	1	1	-.0087401	2	2
12	26	-.55511	-1.2819	0	1	-.0087401	2	2
12	27	.073536	.86701	1	1	-.0087401	2	1
12	28	-1.6237	-1.6125	0	1	-.0087401	2	3
12	29	.89657	.78436	1	1	-.0087401	2	1
12	30	-.26516	1.1976	0	1	-.0087401	2	1
12	31	-1.5267	-.86867	0	1	-.0087401	2	3
12	32	-.69951	-1.9431	1	1	-.0087401	2	3
12	33	.0043218	1.5282	0	1	-.0087401	2	1
12	34	.13407	.78436	1	1	-.0087401	2	2
12	35	.89657	.3711	1	1	-.0087401	2	2
12	36	.0043218	-.20746	0	1	-.0087401	2	2
12	37	-.55511	.78436	1	1	-.0087401	2	2
12	38	.19415	.040499	1	1	-.0087401	2	2
12	39	.89657	-.62071	1	1	-.0087401	2	2
12	40	.13407	-1.1993	0	1	-.0087401	2	2
12	41	-.19761	-.70336	1	1	-.0087401	2	2
12	42	.32807	-.37276	0	1	-.0087401	2	2
12	43	.32807	1.2803	0	1	-.0087401	2	2
12	44	.67876	.61906	0	1	-.0087401	2	1
12	45	.67876	.040499	1	1	-.0087401	2	1
12	46	-1.0291	-.1248	0	1	-.0087401	2	2
12	47	.073536	.45376	1	1	-.0087401	2	2
13	1	-.55511	-1.1993	1	1	-.14934	2	3
13	2	-.69951	-.78602	0	1	-.14934	2	2
13	3	-.93938	-1.7778	1	1	-.14934	2	3
13	4	.26132	-.29011	1	1	-.14934	2	2
13	5	.13407	1.0323	1	1	-.14934	2	1
13	6	.54434	.2058	1	1	-.14934	2	2
13	7	-.55511	-.78602	1	1	-.14934	2	2
13	8	-.4198	.61906	0	1	-.14934	2	1
13	9	-1.8367	-.53806	0	1	-.14934	2	2
13	10	-1.7239	-1.1166	0	1	-.14934	2	3
13	11	.13407	-.042152	1	1	-.14934	2	2
13	12	-1.5267	-1.9431	0	1	-.14934	2	3
13	13	.073536	-.45541	1	1	-.14934	2	2
13	14	-1.2195	-2.935	0	1	-.14934	2	3
13	15	-.62305	-.20746	1	1	-.14934	2	2
13	16	1.5062	1.4456	1	1	-.14934	2	1
13	17	1.1094	1.2803	0	1	-.14934	2	1
13	18	-1.9621	-1.1166	1	1	-.14934	2	2
13	19	-1.3353	.61906	1	1	-.14934	2	2
13	20	2.3136	1.6109	1	1	-.14934	2	1
13	21	-1.4387	-2.1084	0	1	-.14934	2	3
13	22	-1.4387	-1.034	0	1	-.14934	2	2
13	23	-.85267	-.86867	1	1	-.14934	2	3
13	24	-.26516	-.37276	0	1	-.14934	2	2
13	25	-1.0291	-.37276	1	1	-.14934	2	2
13	26	.26132	-.29011	0	1	-.14934	2	2
13	27	-.4198	-.37276	0	1	-.14934	2	2
13	28	-.19761	.28845	1	1	-.14934	2	2
13	29	-1.2195	-.20746	0	1	-.14934	2	2
13	30	-2.7527	-1.5299	0	1	-.14934	2	3
13	31	.32807	-.29011	1	1	-.14934	2	2
13	32	.89657	1.1976	0	1	-.14934	2	1
13	33	-.55511	-1.6952	0	1	-.14934	2	3
13	34	.54434	-.29011	0	1	-.14934	2	1
13	35	-.4198	-.29011	0	1	-.14934	2	2
13	36	.0043218	.78436	1	1	-.14934	2	2
13	37	-.19761	.2058	1	1	-.14934	2	2
13	38	.96759	2.8506	1	1	-.14934	2	1
13	39	1.1758	.3711	1	1	-.14934	2	1
13	40	.96759	.94967	0	1	-.14934	2	2
13	41	1.0396	-1.1993	1	1	-.14934	2	2
13	42	.47819	1.2803	1	1	-.14934	2	1
13	43	-1.4387	-2.0258	1	1	-.14934	2	3
13	44	-.4198	-.53806	1	1	-.14934	2	2
13	45	.82199	-.042152	1	1	-.14934	2	2
13	46	-.12908	-1.034	0	1	-.14934	2	3
13	47	.47819	-.1248	1	1	-.14934	2	2
13	48	-.62305	-.29011	0	1	-.14934	2	2
13	49	-.77611	.45376	1	1	-.14934	2	2
13	50	-1.1186	-.20746	1	1	-.14934	2	2
13	51	-.55511	1.6109	0	1	-.14934	2	1
13	52	1.2405	.3711	1	1	-.14934	2	2
13	53	.13407	.3711	0	1	-.14934	2	2
13	54	.19415	.53641	1	1	-.14934	2	1
13	55	1.7349	1.6109	1	1	-.14934	2	1
13	56	-.62305	-.1248	1	1	-.14934	2	2
13	57	.82199	.70171	1	1	-.14934	2	2
13	58	.26132	.040499	0	1	-.14934	2	2
13	59	-1.2195	-.95132	1	1	-.14934	2	2
13	60	-.12908	-.1248	1	1	-.14934	2	1
13	61	-1.3353	-.45541	1	1	-.14934	2	2
13	62	-.19761	.040499	0	1	-.14934	2	2
13	63	-.55511	-.45541	0	1	-.14934	2	2
13	64	-.85267	.45376	1	1	-.14934	2	2
14	1	1.6618	1.2803	1	1	.32644	3	1
14	2	.47819	-.37276	0	1	.32644	3	2
14	3	.40267	.61906	0	1	.32644	3	1
14	4	-.26516	.2058	0	1	.32644	3	2
14	5	1.1758	.70171	1	1	.32644	3	2
14	6	.26132	.2058	1	1	.32644	3	2
14	7	-.77611	.2058	0	1	.32644	3	2
14	8	.40267	.040499	0	1	.32644	3	2
14	9	-.49278	.70171	0	1	.32644	3	1
14	10	-.062088	-.29011	1	1	.32644	3	2
14	11	.96759	.86701	1	1	.32644	3	2
14	12	-.77611	-2.1084	1	1	.32644	3	3
14	13	.26132	.53641	0	1	.32644	3	1
14	14	-.77611	.78436	0	1	.32644	3	1
14	15	.19415	-.62071	1	1	.32644	3	2
14	16	.40267	2.1894	0	1	.32644	3	1
14	17	-1.5267	-.20746	1	1	.32644	3	3
14	18	1.4395	1.4456	1	1	.32644	3	2
14	19	-.49278	-.53806	1	1	.32644	3	2
14	20	-.062088	.45376	1	1	.32644	3	2
14	21	-.062088	-.70336	1	1	.32644	3	2
14	22	-.4198	.94967	1	1	.32644	3	1
14	23	-.12908	-.20746	0	1	.32644	3	2
14	24	1.1758	1.4456	1	1	.32644	3	1
14	25	-.55511	.53641	0	1	.32644	3	2
14	26	2.2031	-.042152	1	1	.32644	3	1
14	27	-.12908	1.3629	1	1	.32644	3	2
14	28	.19415	1.6109	1	1	.32644	3	1
14	29	1.3101	.70171	1	1	.32644	3	1
14	30	-1.4387	-.95132	0	1	.32644	3	2
14	31	-2.2917	-1.6125	1	1	.32644	3	2
14	32	-.69951	-.37276	1	1	.32644	3	2
14	33	-.12908	-.1248	0	1	.32644	3	2
14	34	-2.2917	-1.1166	1	1	.32644	3	2
14	35	-.4198	1.1976	1	1	.32644	3	2
14	36	.40267	.040499	0	1	.32644	3	2
14	37	-.12908	.70171	0	1	.32644	3	2
14	38	-2.1086	-.95132	0	1	.32644	3	2
14	39	.32807	.3711	1	1	.32644	3	1
14	40	.67876	.86701	1	1	.32644	3	2
14	41	-1.6237	-1.1993	1	1	.32644	3	3
14	42	-1.5267	.3711	1	1	.32644	3	2
14	43	.82199	1.3629	0	1	.32644	3	2
14	44	-.33884	-.20746	1	1	.32644	3	2
14	45	-1.1186	-.53806	1	1	.32644	3	2
14	46	-.33884	-.95132	0	1	.32644	3	2
14	47	.74723	.78436	1	1	.32644	3	2
14	48	1.3101	.53641	0	1	.32644	3	1
14	49	-.55511	-.70336	1	1	.32644	3	2
14	50	1.1758	1.5282	1	1	.32644	3	1
14	51	.47819	.86701	1	1	.32644	3	1
14	52	-.69951	-.042152	1	1	.32644	3	3
14	53	.26132	1.4456	1	1	.32644	3	1
14	54	-.62305	-1.1166	1	1	.32644	3	3
14	55	.40267	.53641	0	1	.32644	3	1
14	56	.0043218	-.1248	0	1	.32644	3	2
14	57	-.69951	.3711	0	1	.32644	3	2
14	58	.96759	1.0323	1	1	.32644	3	2
14	59	-.93938	-.70336	0	1	.32644	3	2
14	60	-.12908	-.20746	1	1	.32644	3	2
14	61	-1.3353	-.29011	1	1	.32644	3	3
14	62	.0043218	2.1068	1	1	.32644	3	2
14	63	-1.2195	-.042152	0	1	.32644	3	2
14	64	-.69951	.45376	1	1	.32644	3	2
14	65	-1.1186	.53641	1	1	.32644	3	2
14	66	1.1094	.28845	1	1	.32644	3	2
14	67	1.5792	1.8588	1	1	.32644	3	1
14	68	-1.1186	.94967	0	1	.32644	3	2
14	69	-.49278	-.70336	1	1	.32644	3	2
14	70	1.7349	1.4456	1	1	.32644	3	1
14	71	-1.2195	.78436	0	1	.32644	3	2
14	72	-.55511	-1.1166	0	1	.32644	3	2
14	73	-.26516	-.042152	0	1	.32644	3	1
14	74	.19415	.45376	1	1	.32644	3	1
14	75	1.4395	1.1976	1	1	.32644	3	2
14	76	1.3101	-.1248	0	1	.32644	3	1
14	77	.19415	.70171	0	1	.32644	3	2
14	78	-1.0291	-1.3646	0	1	.32644	3	2
14	79	.47819	-.37276	1	1	.32644	3	2
14	80	1.2405	1.3629	1	1	.32644	3	1
14	81	-.26516	.61906	0	1	.32644	3	2
14	82	1.6618	2.0241	0	1	.32644	3	1
14	83	-.12908	.78436	0	1	.32644	3	2
14	84	.19415	-.53806	1	1	.32644	3	2
14	85	.073536	1.0323	0	1	.32644	3	1
14	86	.74723	.78436	1	1	.32644	3	1
14	87	-.33884	-.53806	0	1	.32644	3	2
14	88	-1.3353	.28845	0	1	.32644	3	2
14	89	-.19761	1.0323	1	1	.32644	3	2
14	90	.74723	2.8506	1	1	.32644	3	1
14	91	-.69951	-1.1166	1	1	.32644	3	2
14	92	-.55511	.2058	1	1	.32644	3	2
14	93	.61073	1.8588	1	1	.32644	3	1
14	94	.96759	1.5282	1	1	.32644	3	2
14	95	.74723	1.5282	1	1	.32644	3	2
14	96	.54434	1.6109	1	1	.32644	3	1
14	97	.82199	.28845	1	1	.32644	3	1
14	98	-.77611	-.042152	0	1	.32644	3	2
14	99	.40267	.70171	0	1	.32644	3	2
14	100	-.93938	-1.9431	1	1	.32644	3	3
14	101	-.33884	.3711	0	1	.32644	3	2
14	102	-1.7239	-.45541	0	1	.32644	3	2
14	103	.13407	.2058	0	1	.32644	3	2
14	104	-.49278	.45376	0	1	.32644	3	2
14	105	.61073	-1.8605	0	1	.32644	3	2
14	106	-1.2195	-1.1166	0	1	.32644	3	2
14	107	.54434	.3711	0	1	.32644	3	1
14	108	-.12908	.3711	0	1	.32644	3	2
14	109	-1.9621	-1.5299	0	1	.32644	3	3
14	110	-1.4387	.53641	0	1	.32644	3	2
14	111	1.1094	1.9415	1	1	.32644	3	1
14	112	.82199	1.3629	1	1	.32644	3	1
14	113	.61073	.94967	0	1	.32644	3	2
14	114	-1.1186	-.53806	1	1	.32644	3	2
14	115	1.3747	.12315	1	1	.32644	3	2
14	116	-.19761	.3711	1	1	.32644	3	1
14	117	-.26516	.86701	0	1	.32644	3	1
14	118	-1.0291	.61906	0	1	.32644	3	2
14	119	1.3747	2.3547	0	1	.32644	3	1
14	120	-.4198	-.62071	1	1	.32644	3	2
14	121	1.1758	.28845	0	1	.32644	3	2
14	122	1.2405	1.7762	1	1	.32644	3	2
14	123	.74723	-.20746	1	1	.32644	3	2
14	124	.96759	.3711	1	1	.32644	3	1
14	125	-.85267	-1.1166	0	1	.32644	3	2
14	126	-.19761	.94967	1	1	.32644	3	2
14	127	.40267	1.1976	0	1	.32644	3	2
14	128	.54434	1.8588	0	1	.32644	3	1
14	129	1.1094	.53641	1	1	.32644	3	1
14	130	.26132	.61906	1	1	.32644	3	1
14	131	.0043218	1.8588	0	1	.32644	3	1
14	132	.19415	-.042152	0	1	.32644	3	2
14	133	.13407	-.29011	0	1	.32644	3	2
14	134	-1.6237	-.86867	1	1	.32644	3	2
14	135	.073536	.12315	0	1	.32644	3	2
14	136	1.8138	1.8588	0	1	.32644	3	1
14	137	.13407	-.78602	0	1	.32644	3	3
14	138	-1.5267	.28845	1	1	.32644	3	2
14	139	-1.4387	.040499	0	1	.32644	3	2
14	140	1.1758	1.6935	1	1	.32644	3	1
14	141	.82199	.2058	0	1	.32644	3	2
14	142	-.062088	.61906	1	1	.32644	3	1
14	143	-.33884	-.62071	1	1	.32644	3	2
14	144	1.8138	1.4456	0	1	.32644	3	1
14	145	.073536	-1.1166	0	1	.32644	3	2
14	146	-1.5267	-.70336	0	1	.32644	3	2
14	147	-.062088	-.1248	0	1	.32644	3	2
14	148	.61073	.94967	1	1	.32644	3	1
14	149	-2.2917	-.86867	0	1	.32644	3	2
14	150	-.19761	.28845	1	1	.32644	3	2
14	151	-.19761	-.78602	0	1	.32644	3	3
14	152	.61073	.28845	1	1	.32644	3	2
14	153	-.12908	.12315	1	1	.32644	3	2
14	154	1.9003	1.7762	0	1	.32644	3	1
14	155	.32807	.61906	1	1	.32644	3	2
14	156	.96759	1.2803	0	1	.32644	3	2
14	157	.54434	1.0323	1	1	.32644	3	2
14	158	1.1758	.86701	1	1	.32644	3	1
14	159	-.062088	.53641	0	1	.32644	3	2
14	160	1.1758	.45376	0	1	.32644	3	1
14	161	.073536	1.4456	1	1	.32644	3	2
14	162	.13407	.45376	0	1	.32644	3	1
14	163	-.062088	.78436	1	1	.32644	3	2
14	164	.40267	.78436	1	1	.32644	3	1
14	165	-1.1186	-1.034	0	1	.32644	3	2
14	166	.61073	.53641	1	1	.32644	3	1
14	167	-1.9621	-.1248	1	1	.32644	3	2
14	168	1.1094	1.4456	0	1	.32644	3	1
14	169	-1.2195	.28845	0	1	.32644	3	1
14	170	.47819	.28845	1	1	.32644	3	2
14	171	-.69951	-.70336	0	1	.32644	3	2
14	172	-.69951	-.042152	0	1	.32644	3	2
14	173	-1.0291	.61906	1	1	.32644	3	1
14	174	-.69951	.28845	0	1	.32644	3	2
14	175	.74723	.94967	0	1	.32644	3	1
14	176	1.1758	.3711	1	1	.32644	3	1
14	177	-.12908	.12315	1	1	.32644	3	1
14	178	1.5792	1.7762	1	1	.32644	3	1
14	179	.82199	1.0323	1	1	.32644	3	1
14	180	-.26516	-.53806	0	1	.32644	3	2
14	181	-.12908	.12315	1	1	.32644	3	2
14	182	1.1094	.3711	1	1	.32644	3	2
14	183	.47819	.12315	0	1	.32644	3	2
14	184	.26132	-.86867	1	1	.32644	3	2
14	185	.61073	-.20746	1	1	.32644	3	2
14	186	-.26516	.2058	1	1	.32644	3	2
14	187	.89657	.45376	0	1	.32644	3	2
14	188	-.33884	.2058	1	1	.32644	3	2
14	189	.96759	-1.034	1	1	.32644	3	2
14	190	-.55511	.040499	0	1	.32644	3	2
14	191	-.62305	-1.1166	1	1	.32644	3	3
14	192	.0043218	1.3629	0	1	.32644	3	1
14	193	.26132	.53641	0	1	.32644	3	2
14	194	-1.5267	-.45541	0	1	.32644	3	2
14	195	-.93938	.61906	1	1	.32644	3	1
14	196	-1.8367	-1.2819	0	1	.32644	3	2
14	197	1.1758	.70171	1	1	.32644	3	1
14	198	.54434	1.0323	0	1	.32644	3	1
15	1	-.85267	-.62071	1	1	.27029	3	2
15	2	-.19761	.2058	1	1	.27029	3	1
15	3	-.62305	-.78602	1	1	.27029	3	2
15	4	-.12908	-.042152	1	1	.27029	3	2
15	5	.13407	.86701	0	1	.27029	3	1
15	6	2.2031	.94967	0	1	.27029	3	1
15	7	1.5792	1.6109	1	1	.27029	3	1
15	8	.26132	1.0323	0	1	.27029	3	1
15	9	-1.2195	1.0323	0	1	.27029	3	1
15	10	1.5792	1.6935	0	1	.27029	3	1
15	11	1.8138	1.3629	1	1	.27029	3	1
15	12	.61073	.040499	1	1	.27029	3	1
15	13	.073536	.2058	1	1	.27029	3	1
15	14	.19415	-.20746	0	1	.27029	3	2
15	15	.47819	-.042152	1	1	.27029	3	2
15	16	-.49278	.2058	1	1	.27029	3	2
15	17	-.62305	-.78602	0	1	.27029	3	2
15	18	.61073	1.115	0	1	.27029	3	2
15	19	-.4198	-1.034	0	1	.27029	3	3
15	20	-1.9621	-.86867	1	1	.27029	3	2
15	21	1.1094	1.115	0	1	.27029	3	1
15	22	-.85267	-.62071	0	1	.27029	3	2
15	23	.32807	.28845	1	1	.27029	3	2
15	24	-1.3353	-.20746	0	1	.27029	3	2
15	25	.82199	1.1976	1	1	.27029	3	1
15	26	.32807	1.3629	0	1	.27029	3	1
15	27	1.1094	1.1976	1	1	.27029	3	1
15	28	-.49278	.70171	1	1	.27029	3	1
15	29	-.33884	1.2803	1	1	.27029	3	1
15	30	-.19761	-.29011	0	1	.27029	3	2
15	31	-.85267	.040499	0	1	.27029	3	2
15	32	-1.6237	.12315	1	1	.27029	3	2
15	33	.19415	-.042152	0	1	.27029	3	1
15	34	-1.6237	-.95132	0	1	.27029	3	2
15	35	-.12908	-.29011	0	1	.27029	3	2
15	36	-.85267	-.37276	1	1	.27029	3	2
15	37	-.19761	-.53806	1	1	.27029	3	2
15	38	.67876	1.115	1	1	.27029	3	1
15	39	-.93938	-.20746	0	1	.27029	3	2
15	40	-.93938	-.20746	0	1	.27029	3	2
15	41	.13407	.53641	1	1	.27029	3	1
15	42	-.26516	.53641	1	1	.27029	3	1
15	43	-1.1186	-1.034	0	1	.27029	3	2
15	44	-1.0291	-1.3646	1	1	.27029	3	3
15	45	-.85267	-.95132	1	1	.27029	3	2
15	46	-.062088	-.1248	1	1	.27029	3	1
15	47	1.4395	.28845	1	1	.27029	3	1
15	48	-.26516	.12315	1	1	.27029	3	2
15	49	1.9003	.78436	1	1	.27029	3	2
15	50	-.062088	-.62071	0	1	.27029	3	2
15	51	-1.2195	.2058	0	1	.27029	3	2
15	52	-1.1186	-1.034	1	1	.27029	3	1
15	53	.0043218	1.4456	1	1	.27029	3	1
15	54	-.62305	-.53806	0	1	.27029	3	2
15	55	2.103	1.6109	1	1	.27029	3	1
15	56	.96759	1.1976	0	1	.27029	3	1
15	57	-.69951	-.62071	0	1	.27029	3	2
15	58	-.85267	-.70336	1	1	.27029	3	2
15	59	.47819	-.45541	1	1	.27029	3	1
15	60	.40267	2.1068	1	1	.27029	3	3
